A[0], 2063,
A[1], 2056,
A[2], 2041,
A[3], 2040,
A[4], 2041,
A[5], 2040,
A[6], 2043,
A[7], 2041,
A[8], 2041,
A[9], 2042,
A[10], 2041,
A[11], 2041,
A[12], 2037,
A[13], 2041,
A[14], 2042,
A[15], 2038,
A[16], 2042,
A[17], 2038,
A[18], 2042,
A[19], 2041,
A[20], 2038,
A[21], 2041,
A[22], 2042,
A[23], 2040,
A[24], 2041,
A[25], 2041,
A[26], 2041,
A[27], 2041,
A[28], 2038,
A[29], 2043,
A[30], 2041,
A[31], 2040,
A[32], 2043,
A[33], 2042,
A[34], 2044,
A[35], 2041,
A[36], 2041,
A[37], 2041,
A[38], 2041,
A[39], 2040,
A[40], 2039,
A[41], 2042,
A[42], 2042,
A[43], 2038,
A[44], 2041,
A[45], 2042,
A[46], 2039,
A[47], 2043,
A[48], 2043,
A[49], 2041,
A[50], 2041,
A[51], 2041,
A[52], 2041,
A[53], 2042,
A[54], 2037,
A[55], 2042,
A[56], 2042,
A[57], 2039,
A[58], 2041,
A[59], 2038,
A[60], 2044,
A[61], 2042,
A[62], 2039,
A[63], 2041,
A[64], 2041,
A[65], 2041,
A[66], 2041,
A[67], 2042,
A[68], 2042,
A[69], 2042,
A[70], 2044,
A[71], 2039,
A[72], 2041,
A[73], 2041,
A[74], 2041,
A[75], 2042,
A[76], 2039,
A[77], 2041,
A[78], 2042,
A[79], 2043,
A[80], 2043,
A[81], 2042,
A[82], 2044,
A[83], 2042,
A[84], 2042,
A[85], 2042,
A[86], 2043,
A[87], 2043,
A[88], 2040,
A[89], 2041,
A[90], 2040,
A[91], 2041,
A[92], 2042,
A[93], 2039,
A[94], 2043,
A[95], 2043,
A[96], 2043,
A[97], 2043,
A[98], 2041,
A[99], 2042,
A[100], 2043,
A[101], 2042,
A[102], 2042,
A[103], 2044,
A[104], 2045,
A[105], 2041,
A[106], 2042,
A[107], 2043,
A[108], 2043,
A[109], 2042,
A[110], 2038,
A[111], 2041,
A[112], 2042,
A[113], 2041,
A[114], 2043,
A[115], 2040,
A[116], 2042,
A[117], 2043,
A[118], 2040,
A[119], 2043,
A[120], 2043,
A[121], 2045,
A[122], 2043,
A[123], 2043,
A[124], 2043,
A[125], 2042,
A[126], 2044,
A[127], 2040,
A[128], 2044,
A[129], 2040,
A[130], 2041,
A[131], 2043,
A[132], 2043,
A[133], 2042,
A[134], 2042,
A[135], 2044,
A[136], 2044,
A[137], 2043,
A[138], 2041,
A[139], 2043,
A[140], 2042,
A[141], 2041,
A[142], 2042,
A[143], 2039,
A[144], 2042,
A[145], 2043,
