sigCmpx[0].real, 0,06268310546875000000,
sigCmpx[0].imag, 0,000000000000000000,
sigCmpx[1].real, 0,000000000000000000,
sigCmpx[1].imag, 0,000000000000000000,
sigCmpx[2].real, 0,000000000000000000,
sigCmpx[2].imag, 0,000000000000000000,
sigCmpx[3].real, 0,000000000000000000,
sigCmpx[3].imag, 0,000000000000000000,
sigCmpx[4].real, 0,000000000000000000,
sigCmpx[4].imag, 0,000000000000000000,
sigCmpx[5].real, 0,000000000000000000,
sigCmpx[5].imag, 0,000000000000000000,
sigCmpx[6].real, 0,000000000000000000,
sigCmpx[6].imag, 0,9999694824218750000,
sigCmpx[7].real, 6,103515625000000000e-05,
sigCmpx[7].imag, 0,9998779296875000000,
sigCmpx[8].real, 0,000000000000000000,
sigCmpx[8].imag, 9,155273437500000000e-05,
sigCmpx[9].real, 0,000000000000000000,
sigCmpx[9].imag, 0,000000000000000000,
sigCmpx[10].real, 0,000000000000000000,
sigCmpx[10].imag, 6,103515625000000000e-05,
sigCmpx[11].real, 0,000000000000000000,
sigCmpx[11].imag, 6,103515625000000000e-05,
sigCmpx[12].real, 0,000000000000000000,
sigCmpx[12].imag, 0,000000000000000000,
sigCmpx[13].real, 0,9999694824218750000,
sigCmpx[13].imag, 0,000000000000000000,
sigCmpx[14].real, 0,9999389648437500000,
sigCmpx[14].imag, 6,103515625000000000e-05,
sigCmpx[15].real, 6,103515625000000000e-05,
sigCmpx[15].imag, 0,9999084472656250000,
sigCmpx[16].real, 0,000000000000000000,
sigCmpx[16].imag, 0,000000000000000000,
sigCmpx[17].real, 0,9999694824218750000,
sigCmpx[17].imag, 0,000000000000000000,
sigCmpx[18].real, 0,000000000000000000,
sigCmpx[18].imag, 6,103515625000000000e-05,
sigCmpx[19].real, 0,9999694824218750000,
sigCmpx[19].imag, 6,103515625000000000e-05,
sigCmpx[20].real, 0,000000000000000000,
sigCmpx[20].imag, 0,0001220703125000000000,
sigCmpx[21].real, 0,000000000000000000,
sigCmpx[21].imag, 0,0001220703125000000000,
sigCmpx[22].real, 0,9999389648437500000,
sigCmpx[22].imag, 0,0004577636718750000000,
sigCmpx[23].real, 0,000000000000000000,
sigCmpx[23].imag, 0,9997558593750000000,
sigCmpx[24].real, 0,000000000000000000,
sigCmpx[24].imag, 0,9999389648437500000,
sigCmpx[25].real, 0,000000000000000000,
sigCmpx[25].imag, 0,9999389648437500000,
sigCmpx[26].real, 0,000000000000000000,
sigCmpx[26].imag, 0,000000000000000000,
sigCmpx[27].real, 0,000000000000000000,
sigCmpx[27].imag, 0,000000000000000000,
sigCmpx[28].real, 0,000000000000000000,
sigCmpx[28].imag, 0,000000000000000000,
sigCmpx[29].real, 0,000000000000000000,
sigCmpx[29].imag, 0,000000000000000000,
sigCmpx[30].real, 0,9999389648437500000,
sigCmpx[30].imag, 0,9998168945312500000,
sigCmpx[31].real, 0,9999389648437500000,
sigCmpx[31].imag, 0,9999694824218750000,
sigCmpx[32].real, 0,9999694824218750000,
sigCmpx[32].imag, 0,000000000000000000,
sigCmpx[33].real, 0,9999389648437500000,
sigCmpx[33].imag, 0,000000000000000000,
sigCmpx[34].real, 0,9999389648437500000,
sigCmpx[34].imag, 0,000000000000000000,
sigCmpx[35].real, 0,9999694824218750000,
sigCmpx[35].imag, 0,000000000000000000,
sigCmpx[36].real, 0,9998168945312500000,
sigCmpx[36].imag, 0,9999389648437500000,
sigCmpx[37].real, 0,9993896484375000000,
sigCmpx[37].imag, 0,0002441406250000000000,
sigCmpx[38].real, 0,0001831054687500000000,
sigCmpx[38].imag, 0,000000000000000000,
sigCmpx[39].real, 0,0001220703125000000000,
sigCmpx[39].imag, 0,000000000000000000,
sigCmpx[40].real, 6,103515625000000000e-05,
sigCmpx[40].imag, 0,000000000000000000,
sigCmpx[41].real, 6,103515625000000000e-05,
sigCmpx[41].imag, 0,000000000000000000,
sigCmpx[42].real, 6,103515625000000000e-05,
sigCmpx[42].imag, 0,000000000000000000,
sigCmpx[43].real, 6,103515625000000000e-05,
sigCmpx[43].imag, 0,000000000000000000,
sigCmpx[44].real, 3,051757812500000000e-05,
sigCmpx[44].imag, 0,000000000000000000,
sigCmpx[45].real, 6,103515625000000000e-05,
sigCmpx[45].imag, 0,9999694824218750000,
sigCmpx[46].real, 0,000000000000000000,
sigCmpx[46].imag, 0,000000000000000000,
sigCmpx[47].real, 0,000000000000000000,
sigCmpx[47].imag, 0,000000000000000000,
sigCmpx[48].real, 0,000000000000000000,
sigCmpx[48].imag, 0,000000000000000000,
sigCmpx[49].real, 0,000000000000000000,
sigCmpx[49].imag, 0,000000000000000000,
sigCmpx[50].real, 0,000000000000000000,
sigCmpx[50].imag, 0,000000000000000000,
sigCmpx[51].real, 0,000000000000000000,
sigCmpx[51].imag, 0,000000000000000000,
sigCmpx[52].real, 0,9999389648437500000,
sigCmpx[52].imag, 6,103515625000000000e-05,
sigCmpx[53].real, 6,103515625000000000e-05,
sigCmpx[53].imag, 0,9999389648437500000,
sigCmpx[54].real, 3,051757812500000000e-05,
sigCmpx[54].imag, 0,9999694824218750000,
sigCmpx[55].real, 0,000000000000000000,
sigCmpx[55].imag, 0,000000000000000000,
sigCmpx[56].real, 0,000000000000000000,
sigCmpx[56].imag, 0,000000000000000000,
sigCmpx[57].real, 0,000000000000000000,
sigCmpx[57].imag, 0,000000000000000000,
sigCmpx[58].real, 0,000000000000000000,
sigCmpx[58].imag, 0,000000000000000000,
sigCmpx[59].real, 0,000000000000000000,
sigCmpx[59].imag, 0,000000000000000000,
sigCmpx[60].real, 0,000000000000000000,
sigCmpx[60].imag, 0,000000000000000000,
sigCmpx[61].real, 0,000000000000000000,
sigCmpx[61].imag, 0,9999694824218750000,
sigCmpx[62].real, 0,000000000000000000,
sigCmpx[62].imag, 0,000000000000000000,
sigCmpx[63].real, 0,000000000000000000,
sigCmpx[63].imag, 0,000000000000000000,
sigCmpx[64].real, 0,000000000000000000,
sigCmpx[64].imag, 0,000000000000000000,
sigCmpx[65].real, 0,000000000000000000,
sigCmpx[65].imag, 0,000000000000000000,
sigCmpx[66].real, 0,000000000000000000,
sigCmpx[66].imag, 0,000000000000000000,
