DataForFFT[0], 2025,
DataForFFT[1], 2021,
DataForFFT[2], 2019,
DataForFFT[3], 2020,
DataForFFT[4], 2023,
DataForFFT[5], 2024,
DataForFFT[6], 2027,
DataForFFT[7], 2026,
DataForFFT[8], 2029,
DataForFFT[9], 2028,
DataForFFT[10], 2030,
DataForFFT[11], 2027,
DataForFFT[12], 2024,
DataForFFT[13], 2024,
DataForFFT[14], 2022,
DataForFFT[15], 2026,
DataForFFT[16], 2030,
DataForFFT[17], 2034,
DataForFFT[18], 2043,
DataForFFT[19], 2049,
DataForFFT[20], 2062,
DataForFFT[21], 2067,
DataForFFT[22], 2068,
DataForFFT[23], 2067,
DataForFFT[24], 2056,
DataForFFT[25], 2048,
DataForFFT[26], 2039,
DataForFFT[27], 2034,
DataForFFT[28], 2032,
DataForFFT[29], 2034,
DataForFFT[30], 2043,
DataForFFT[31], 2053,
DataForFFT[32], 2065,
DataForFFT[33], 2080,
DataForFFT[34], 2084,
DataForFFT[35], 2093,
DataForFFT[36], 2096,
DataForFFT[37], 2097,
DataForFFT[38], 2095,
DataForFFT[39], 2088,
DataForFFT[40], 2082,
DataForFFT[41], 2080,
DataForFFT[42], 2076,
DataForFFT[43], 2079,
DataForFFT[44], 2078,
DataForFFT[45], 2082,
DataForFFT[46], 2085,
DataForFFT[47], 2083,
DataForFFT[48], 2085,
DataForFFT[49], 2082,
DataForFFT[50], 2077,
DataForFFT[51], 2071,
DataForFFT[52], 2064,
DataForFFT[53], 2057,
DataForFFT[54], 2047,
DataForFFT[55], 2035,
DataForFFT[56], 2036,
DataForFFT[57], 2035,
DataForFFT[58], 2046,
DataForFFT[59], 2053,
DataForFFT[60], 2057,
DataForFFT[61], 2067,
DataForFFT[62], 2068,
DataForFFT[63], 2071,
DataForFFT[64], 2067,
DataForFFT[65], 2059,
DataForFFT[66], 2054,
DataForFFT[67], 2045,
DataForFFT[68], 2036,
DataForFFT[69], 2031,
DataForFFT[70], 2025,
DataForFFT[71], 2030,
DataForFFT[72], 2036,
DataForFFT[73], 2038,
DataForFFT[74], 2043,
DataForFFT[75], 2043,
DataForFFT[76], 2043,
DataForFFT[77], 2040,
DataForFFT[78], 2032,
DataForFFT[79], 2027,
DataForFFT[80], 2020,
DataForFFT[81], 2011,
DataForFFT[82], 2013,
DataForFFT[83], 2012,
DataForFFT[84], 2013,
DataForFFT[85], 2022,
DataForFFT[86], 2028,
DataForFFT[87], 2040,
DataForFFT[88], 2050,
DataForFFT[89], 2056,
DataForFFT[90], 2063,
DataForFFT[91], 2063,
DataForFFT[92], 2062,
DataForFFT[93], 2059,
DataForFFT[94], 2051,
DataForFFT[95], 2051,
DataForFFT[96], 2050,
DataForFFT[97], 2052,
DataForFFT[98], 2059,
DataForFFT[99], 2067,
